1155	11	27	29	0	
1519	11	27	29	0	
3022	0	0	0	0	
5263	0	0	0	0	
5293	0	0	0	0	
5299	0	0	0	0	
5307	0	0	0	0	
5358	0	0	0	0	
5360	0	0	0	0	
5363	0	0	0	0	
5366	0	0	0	0	
5373	0	0	0	0	
5399	0	0	0	0	
5824	0	0	0	0	
6016	0	0	0	0	
6078	0	0	0	0	
6182	0	0	0	0	
6187	0	0	0	0	
6199	0	0	0	0	
6214	0	0	0	0	
11456	0	0	0	0	
12602	0	0	0	0	
12605	0	0	0	0	
12611	0	0	0	0	
12614	0	0	0	0	
12618	0	0	0	0	
12630	0	0	0	0	
12647	0	0	0	0	
13202	0	0	0	0	
13205	0	0	0	0	
13219	0	0	0	0	
13261	0	0	0	0	
13276	0	0	0	0	
13517	0	0	0	0	
13975	0	0	0	0	
14933	0	0	0	0	
14935	0	0	0	0	
14947	0	0	0	0	
15138	0	0	0	0	
15180	0	0	0	0	
15215	0	0	0	0	
15241	0	0	0	0	
15286	0	0	0	0	
15289	0	0	0	0	
15293	0	0	0	0	
15296	0	0	0	0	
15301	0	0	0	0	
15303	0	0	0	0	
15304	0	0	0	0	
15307	0	0	0	0	
15308	0	0	0	0	
15310	0	0	0	0	
15312	0	0	0	0	
15315	0	0	0	0	
15317	0	0	0	0	
15318	7	0	0	0	
15319	0	0	0	0	
15321	0	0	0	0	
15324	0	0	0	0	
15327	0	0	0	0	
15329	0	0	0	0	
15334	0	0	0	0	
15335	0	0	0	0	
15337	0	0	0	0	
15338	0	0	0	0	
15339	0	0	0	0	
15340	0	0	0	0	
15343	0	0	0	0	
15344	0	0	0	0	
15345	3	4	7	0	
15347	0	0	0	0	
15349	0	0	0	0	
15350	0	0	0	0	
15351	0	0	0	0	
15352	0	0	0	0	
15353	0	0	0	0	
15354	0	0	0	0	
15360	0	0	0	0	
15363	0	0	0	0	
15364	0	0	0	0	
15365	3	4	7	0	
15367	0	0	0	0	
15368	0	0	0	0	
15369	0	0	0	0	
15372	0	0	0	0	
15374	7	0	0	0	
15377	0	0	0	0	
15379	0	0	0	0	
15384	0	0	0	0	
15386	0	0	0	0	
15387	0	0	0	0	
15388	0	0	0	0	
15392	0	0	0	0	
15394	0	0	0	0	
15395	7	0	0	0	
15396	0	0	0	0	
15399	0	0	0	0	
15400	0	0	0	0	
15408	0	0	0	0	
15414	0	0	0	0	
15415	0	0	0	0	
15418	0	0	0	0	
15420	0	0	0	0	
15422	0	0	0	0	
15429	0	0	0	0	
15430	0	0	0	0	
15434	3	4	5	7	
15435	0	0	0	0	
15440	0	0	0	0	
15445	0	0	0	0	
15446	0	0	0	0	
15447	0	0	0	0	
15450	0	0	0	0	
15452	0	0	0	0	
15454	0	0	0	0	
15455	0	0	0	0	
15456	0	0	0	0	
15457	0	0	0	0	
15459	0	0	0	0	
15460	0	0	0	0	
15461	0	0	0	0	
15462	0	0	0	0	
15463	0	0	0	0	
15464	0	0	0	0	
