station_ID,num of measurements 1961-2000,lat,lon
86704,120,34.28333,47.11667
86705,120,34.7,50.85
86706,120,34.86667,48.53333
86707,120,35.2,48.71667
86708,120,35.26667,59.21667
86709,120,35.33333,47.0
86710,120,35.58333,53.55
86711,120,35.68333,51.31667
86712,120,36.2,57.71667
86713,120,36.25,46.26667
86714,120,36.25,50.0
86715,120,36.26667,59.63333
86716,120,36.41667,54.95
86717,120,36.45,52.76667
86718,120,36.68333,48.48333
86719,120,36.71667,52.65
86720,120,36.85,54.26667
86721,120,36.9,50.66667
86722,120,37.2,49.65
86723,120,37.4,46.26667
86724,120,37.46667,49.46667
86725,120,37.53333,45.08333
86726,120,37.93333,47.53333
86727,120,38.08333,46.28333
86728,120,38.25,48.28333
86729,120,38.43333,47.06667
86730,120,38.55,44.96667
86731,120,51.83333,-8.48333
86732,120,51.93333,-10.23333
86733,120,52.25,-6.33333
86734,120,52.65,-7.26667
86735,120,52.68333,-8.91667
86736,120,53.08333,-7.88333
86737,120,53.3,-6.43333
86738,120,53.53333,-7.35
86739,120,54.18333,-7.23333
86740,120,54.21667,-10.0
86741,120,55.36667,-7.33333
86742,120,29.55,34.95
86743,116,31.86667,35.21667
86744,119,32.0,34.81667
86745,120,36.68333,15.11667
86746,120,37.4,14.91667
86747,120,37.55,14.26667
86748,120,37.91667,12.5
86749,120,38.18333,15.55
86750,120,39.31667,16.38333
86751,93,39.35,8.96667
86752,120,39.81667,18.33333
86753,119,39.91667,9.7
86754,120,40.01667,15.26667
86755,120,40.43333,16.88333
86756,119,40.56667,8.15
86757,120,41.05,14.06667
86758,120,41.56667,14.65
86759,120,41.65,12.43333
86760,120,42.0,15.0
86761,120,42.73333,11.05
86762,120,43.68333,10.38333
86763,120,43.95,8.16667
86764,120,44.18333,10.7
86765,120,44.21667,12.3
86766,120,45.38333,10.86667
86767,105,45.5,8.66667
86768,120,45.65,13.76667
86769,120,45.68333,12.1
86770,111,45.93333,7.7
86771,120,45.96667,13.03333
86772,120,46.71667,12.21667
86773,120,46.75,10.53333
86774,120,24.3,153.96667
86775,120,24.33333,124.16667
86776,120,24.78333,125.28333
86777,120,25.83333,131.23333
86778,120,26.2,127.68333
86779,120,27.08333,142.18333
86780,120,28.38333,129.5
86781,120,30.73333,131.0
86782,119,31.55,130.55
86783,120,31.93333,131.41667
86784,120,32.7,128.83333
86785,120,32.71667,133.01667
86786,120,32.73333,129.86667
86787,120,33.1,139.78333
86788,120,33.23333,131.61667
86789,120,33.25,134.18333
86790,120,33.45,135.76667
86791,120,33.58333,130.38333
86792,120,33.83333,132.78333
86793,120,34.06667,136.2
86794,120,34.2,129.3
86795,120,34.31667,134.05
86796,120,34.6,138.21667
86797,120,34.68333,135.51667
86798,119,34.75,139.36667
86799,120,34.9,132.06667
86800,120,35.16667,136.96667
86801,120,35.45,133.06667
86802,120,35.45,135.31667
86803,120,35.68333,139.76667
86804,120,35.73333,140.85
86805,120,36.2,133.33333
86806,120,36.25,137.96667
86807,120,36.4,139.06667
86808,119,36.58333,136.63333
86809,120,36.95,140.9
86810,120,37.4,136.9
86811,119,38.03333,138.23333
86812,120,38.26667,140.9
86813,120,39.65,141.96667
86814,120,39.71667,140.1
86815,120,40.81667,140.76667
86816,120,41.81667,140.75
86817,120,42.16667,142.78333
86818,120,42.8,140.21667
86819,120,42.98333,144.38333
86820,120,43.06667,141.33333
86821,120,43.33333,145.58333
86822,120,43.76667,142.36667
86823,120,44.01667,144.28333
86824,120,45.41667,141.68333
86825,118,16.73333,-169.51667
86826,120,43.23333,76.93333
86827,88,43.26667,68.21667
86828,118,44.16667,80.06667
86829,118,44.55,50.25
86830,120,44.85,65.5
86831,120,45.4,56.11667
86832,119,45.76667,62.11667
86833,120,46.16667,80.93333
86834,120,46.78333,61.65
86835,120,46.8,75.08333
86836,120,47.11667,51.91667
86837,120,47.46667,84.86667
86838,120,48.3,69.65
86839,119,48.61667,61.26667
86840,120,48.75,82.36667
86841,120,49.05,51.86667
86842,120,49.06667,54.68333
86843,108,49.66667,49.48333
86844,120,49.8,73.15
86845,120,50.28333,57.15
86846,120,50.33333,83.55
86847,120,50.41667,80.3
86848,119,51.13333,71.41667
86849,120,51.25,51.28333
86850,120,51.81667,68.36667
86851,120,53.2,63.7
86852,120,53.35,75.45
86853,120,54.83333,69.15
86854,120,33.51667,126.53333
86855,120,34.73333,127.75
86856,120,34.81667,126.38333
86857,120,35.1,129.03333
86858,120,36.03333,129.38333
86859,120,36.36667,127.36667
86860,120,37.48333,130.9
86861,120,37.56667,126.96667
86862,120,37.75,128.9
86863,120,37.9,127.73333
86864,114,29.21667,47.98333
86865,120,41.43333,75.98333
86866,120,42.85,74.53333
86867,120,15.11667,105.16667
86868,120,15.68333,106.43333
86869,120,16.55,104.65
86870,120,16.66667,105.0
86871,120,17.38333,104.65
86872,120,17.95,102.56667
86873,120,19.23333,101.73333
86874,120,19.88333,102.13333
86875,120,55.86667,26.61667
86876,120,56.48333,21.01667
86877,120,56.68333,22.5
86878,120,56.96667,24.03333
86879,120,57.43333,27.03333
86880,120,57.73333,22.58333
86881,120,33.81667,35.48333
86882,84,33.83333,35.56667
86883,81,34.45,35.81667
86884,120,54.63333,25.1
86885,120,54.88333,23.83333
86886,120,55.73333,21.06667
86887,120,55.93333,23.31667
86888,116,-15.66667,34.96667
86889,120,-999.0,-999.0
86890,120,1.48333,110.33333
86891,120,2.01667,103.31667
86892,120,2.25,110.96667
86893,120,2.26667,102.25
86894,120,2.45,103.83333
86895,120,3.2,113.03333
86896,120,3.46667,102.38333
86897,120,3.78333,103.21667
86898,120,4.21667,100.7
86899,120,4.26667,117.88333
86900,120,4.56667,101.1
86901,120,5.3,100.26667
86902,120,5.3,115.25
86903,120,5.9,118.06667
86904,240,5.93333,116.05
86905,120,6.16667,102.28333
86906,120,35.85,14.46667
86907,120,14.6,-61.0
86908,120,-20.43333,57.68333
86909,120,-19.68333,63.41667
86910,120,-16.45,59.61667
86911,120,-10.43333,56.75
86912,120,43.58333,104.41667
86913,120,44.9,110.11667
86914,120,45.76667,106.28333
86915,120,45.9,115.36667
86916,119,46.1,91.63333
86917,120,46.68333,113.28333
86918,120,46.83333,98.08333
86919,120,47.45,101.46667
86920,120,47.78333,112.11667
86921,120,48.01667,91.65
86922,120,48.06667,114.5
86923,120,48.26667,105.41667
86924,120,48.53333,101.38333
86925,120,48.73333,98.28333
86926,120,48.8,103.55
86927,120,49.38333,102.7
86928,120,49.55,114.4
86929,105,-23.86667,35.38333
86930,101,-19.8,34.9
86931,99,-17.88333,36.88333
86932,96,-16.18333,33.58333
86933,102,-15.15,39.33333
86934,106,-13.3,35.23333
86935,95,-12.98333,40.53333
86936,120,27.7,85.36667
86937,120,50.91667,5.78333
86938,120,51.45,3.6
86939,120,52.1,5.18333
86940,120,52.26667,6.9
86941,132,52.91667,4.78333
86942,120,53.13333,6.58333
86943,120,-22.26667,166.45
86944,109,-52.55,169.15
86945,120,-46.41667,168.31667
86946,109,-45.91667,170.18333
86947,109,-44.51667,169.88333
86948,107,-43.95,-176.56667
86949,120,-43.48333,172.53333
86950,116,-42.7,170.96667
86951,115,-42.41667,173.68333
86952,106,-41.3,173.21667
86953,120,-40.9,174.98333
86954,119,-39.45,176.85
86955,108,-39.0,174.16667
86956,120,-38.65,177.98333
86957,108,-38.1,176.3
86958,120,-35.13333,173.25
86959,107,-29.21667,-177.91667
86960,120,5.01667,6.95
86961,120,6.46667,7.55
86962,120,7.1,4.83333
86963,120,9.63333,8.85
86964,120,9.65,6.46667
86965,120,11.85,13.08333
86966,120,12.05,8.53333
86967,240,70.93333,-8.66667
86968,120,17.03333,54.08333
86969,120,17.66667,54.01667
86970,120,20.66667,58.9
86971,120,22.53333,59.46667
86972,120,23.58333,58.28333
86973,120,26.2,56.23333
86974,118,25.06667,61.8
86975,120,25.38333,68.41667
86976,118,25.51667,69.78333
86977,120,26.96667,64.1
86978,120,28.3,68.46667
86979,108,28.88333,64.4
86980,108,29.03333,66.58333
86981,120,30.2,71.43333
86982,120,31.55,74.33333
86983,120,31.81667,70.91667
86984,120,32.93333,73.71667
86985,114,33.86667,70.08333
86986,120,34.01667,71.58333
86987,120,-999.0,-999.0
86988,108,-999.0,-999.0
86989,119,-27.31667,-55.86667
86990,120,-26.83333,-58.28333
86991,120,-26.66667,-57.11667
86992,120,-25.45,-54.6
86993,120,-24.06667,-54.33333
86994,118,-23.43333,-57.43333
86995,119,-22.58333,-55.73333
86996,120,-22.28333,-57.93333
86997,118,-22.01667,-60.6
86998,106,-20.21667,-58.16667
86999,114,-19.53333,-59.36667
87000,120,-18.05,-70.26667
87001,120,-16.33333,-71.56667
87002,120,-15.46667,-70.15
87003,120,-13.73333,-76.21667
87004,120,-13.53333,-71.93333
87005,120,-12.01667,-77.11667
87006,116,-8.36667,-74.56667
87007,120,-8.08333,-79.1
87008,120,-6.78333,-79.81667
87009,120,-6.5,-76.36667
87010,120,-5.2,-80.6
87011,120,-3.78333,-73.3
87012,120,-3.55,-80.38333
87013,120,2.26667,120.33333
87014,120,10.28333,123.95
87015,90,10.7,122.55
87016,120,13.13333,123.73333
87017,120,14.18333,125.0
87018,120,14.51667,121.01667
87019,118,21.3,121.63333
87020,120,22.13333,126.33333
87021,119,27.33333,121.96667
87022,120,35.23333,120.96667
87023,110,47.15,125.48333
87024,120,54.1,122.06667
87025,120,49.3,19.96667
87026,240,49.46667,22.35
87027,120,50.08333,19.8
87028,120,50.43333,16.61667
87029,120,50.7,21.71667
87030,120,51.1,16.9
87031,240,51.21667,18.56667
87032,240,51.55,23.53333
87033,120,51.93333,15.53333
87034,120,52.16667,20.96667
87035,120,52.41667,16.83333
87036,120,53.05,18.6
87037,120,53.1,23.16667
87038,120,53.4,14.61667
87039,120,54.13333,22.95
87040,240,54.16667,19.43333
87041,120,54.2,16.15
87042,120,37.01667,-7.96667
87043,120,38.01667,-7.86667
87044,120,38.56667,-7.9
87045,120,38.71667,-9.15
87046,120,39.28333,-7.41667
87047,120,39.35,-9.4
87048,64,40.2,-8.41667
87049,120,40.41667,-7.55
87050,120,41.13333,-8.6
87051,107,41.26667,-7.71667
87052,120,41.7,-8.8
87053,120,41.8,-6.73333
87054,120,25.25,51.56667
87055,120,-20.86667,55.51667
87056,120,46.28333,47.98333
87057,120,51.56667,46.03333
87058,120,51.7,39.21667
87059,120,55.73333,49.2
87060,120,55.83333,37.61667
87061,120,56.35,30.61667
87062,120,58.6,49.63333
87063,120,59.23333,39.86667
87064,120,59.96667,30.3
87065,120,61.01667,36.45
87066,120,63.83333,30.81667
87067,120,64.5,40.73333
87068,120,68.98333,33.11667
87069,120,16.88333,42.58333
87070,120,17.46667,47.1
87071,120,17.6,44.4
87072,120,18.21667,42.65
87073,120,18.28333,42.8
87074,120,19.98333,42.61667
87075,120,20.28333,41.63333
87076,120,20.5,45.21667
87077,120,21.43333,39.76667
87078,120,21.46667,40.53333
87079,120,21.7,39.18333
87080,120,24.13333,38.05
87081,120,24.53333,39.68333
87082,120,24.7,46.73333
87083,120,25.28333,49.48333
87084,120,26.2,36.46667
87085,120,26.25,50.15
87086,120,26.3,43.76667
87087,120,27.43333,41.68333
87088,120,27.9,45.51667
87089,120,28.31667,46.11667
87090,120,28.36667,36.6
87091,120,29.61667,43.48333
87092,120,29.78333,40.08333
87093,120,30.9,41.13333
87094,120,31.4,37.26667
87095,118,31.68333,38.73333
87096,121,12.4,-16.75
87097,132,12.55,-16.26667
87098,132,12.56667,-12.21667
87099,110,12.88333,-14.96667
87100,131,13.76667,-13.68333
87101,132,14.13333,-16.06667
87102,132,14.65,-16.23333
87103,132,14.73333,-17.5
87104,111,15.38333,-15.11667
87105,132,15.63333,-13.25
87106,132,16.05,-16.45
87107,131,16.65,-14.93333
87108,120,-4.66667,55.51667
87109,120,1.36667,103.98333
87110,120,47.86667,18.18333
87111,120,48.16667,17.2
87112,120,48.63333,19.13333
87113,120,48.66667,21.21667
87114,120,49.06667,20.23333
87115,120,46.05,14.51667
87116,120,46.36667,13.86667
87117,120,46.65,16.13333
87118,120,-34.0,22.38333
87119,120,-33.98333,18.6
87120,120,-33.98333,25.6
87121,120,-33.03333,27.75
87122,120,-29.96667,30.95
87123,120,-29.1,26.3
87124,120,-28.8,24.76667
87125,120,-28.56667,16.53333
87126,120,-28.4,21.26667
87127,120,-28.25,28.33333
87128,120,-26.15,28.23333
87129,120,-23.86667,29.45
87130,120,36.66667,-4.48333
87131,120,36.73333,-6.05
87132,120,36.83333,-2.38333
87133,120,37.18333,-3.76667
87134,120,37.83333,-4.85
87135,114,37.98333,-1.11667
87136,120,38.28333,-0.55
87137,119,38.86667,1.36667
87138,116,38.95,-1.85
87139,120,38.98333,-3.91667
87140,120,39.46667,-6.33333
87141,120,39.48333,-0.46667
87142,118,39.56667,2.73333
87143,116,39.86667,4.21667
87144,120,40.06667,-2.13333
87145,120,40.35,-1.11667
87146,120,40.45,-3.53333
87147,120,40.81667,0.48333
87148,120,40.93333,-5.48333
87149,117,41.28333,2.06667
87150,120,41.61667,0.58333
87151,120,41.65,-4.76667
87152,120,41.65,-1.0
87153,120,41.9,2.75
87154,120,42.21667,-8.61667
87155,120,42.35,-3.61667
87156,120,42.45,-2.31667
87157,120,42.58333,-5.63333
87158,120,43.3,-2.03333
87159,120,43.35,-5.86667
87160,120,6.11667,81.13333
87161,120,6.9,79.86667
87162,119,8.03333,79.83333
87163,116,8.58333,81.25
87164,116,5.46667,-55.2
87165,117,5.8,-55.18333
87166,118,5.95,-57.03333
87167,120,51.78333,11.88333
87168,480,55.38333,12.81667
87169,480,56.86667,14.8
87170,120,57.66667,18.35
87171,120,57.75,14.06667
87172,480,58.4,19.2
87173,120,59.35,18.05
87174,120,59.45,13.33333
87175,480,60.61667,15.61667
87176,480,60.68333,13.7
87177,480,60.71667,17.16667
87178,480,62.01667,14.18333
87179,120,62.63333,17.95
87180,120,63.2,14.48333
87181,459,63.3,12.13333
87182,480,63.6,20.75
87183,120,65.06667,17.15
87184,120,65.83333,24.15
87185,480,66.88333,18.01667
87186,346,68.41667,18.16667
87187,120,68.45,22.45
87188,120,46.0,8.96667
87189,120,46.25,6.13333
87190,120,46.81667,6.95
87191,120,47.25,9.35
87192,120,47.38333,8.56667
87193,120,47.55,7.58333
87194,120,33.41667,36.51667
87195,120,34.55,38.3
87196,120,35.31667,40.15
87197,120,35.53333,35.76667
87198,119,36.18333,37.21667
87199,120,37.5,71.5
87200,92,37.81667,68.78333
87201,120,-10.26667,40.18333
87202,120,-6.86667,39.2
87203,111,-2.46667,32.91667
87204,87,-2.46667,32.91667
87205,120,6.41667,101.81667
87206,119,6.65,100.08333
87207,119,6.78333,101.15
87208,120,6.91667,100.43333
87209,120,7.2,100.6
87210,120,7.51667,99.61667
87211,120,7.53333,99.05
87212,120,7.88333,98.4
87213,120,8.13333,98.3
87214,120,8.53333,99.93333
87215,120,8.85,98.26667
87216,86,9.13333,99.15
87217,120,9.46667,100.05
87218,120,9.98333,98.61667
87219,120,10.48333,99.18333
87220,119,11.76667,102.88333
87221,120,11.83333,99.83333
87222,119,12.58333,99.95
87223,120,12.61667,101.33333
87224,120,12.61667,102.1
87225,120,12.68333,101.01667
87226,120,12.91667,100.86667
87227,120,13.15,100.06667
87228,120,13.36667,100.98333
87229,119,13.71667,100.55
87230,120,13.81667,100.8
87231,120,13.98333,101.7
87232,120,14.01667,99.53333
87233,120,14.05,101.36667
87234,120,14.46667,100.13333
87235,120,14.58333,102.8
87236,120,14.71667,102.16667
87237,120,14.8,100.61667
87238,120,14.88333,103.5
87239,120,14.96667,102.08333
87240,118,15.25,101.18333
87241,120,15.25,104.86667
87242,120,15.31667,103.66667
87243,120,15.8,100.16667
87244,120,15.8,102.03333
87245,120,16.05,103.68333
87246,120,16.23333,103.06667
87247,120,16.26667,102.45
87248,120,16.43333,101.15
87249,120,16.48333,99.88333
87250,120,16.53333,104.71667
87251,120,16.65,98.55
87252,120,16.76667,101.23333
87253,120,16.78333,100.26667
87254,120,16.88333,99.11667
87255,120,17.15,104.13333
87256,120,17.23333,99.05
87257,120,17.38333,102.8
87258,120,17.41667,100.78333
87259,120,17.45,101.73333
87260,120,17.61667,100.1
87261,120,17.86667,102.71667
87262,120,18.16667,97.93333
87263,120,18.16667,100.16667
87264,120,18.28333,99.51667
87265,115,18.56667,99.03333
87266,120,18.76667,100.76667
87267,120,18.78333,98.96667
87268,120,19.1,100.8
87269,120,19.13333,99.9
87270,120,19.3,97.83333
87271,35,19.4,100.88333
87272,120,19.95,99.86667
87273,120,36.7,30.73333
87274,120,37.13333,38.76667
87275,120,37.2,28.35
87276,120,37.75,30.55
87277,120,37.88333,40.18333
87278,120,38.43333,27.16667
87279,120,38.75,30.53333
87280,120,39.73333,39.5
87281,120,39.75,37.01667
87282,120,39.95,32.88333
87283,120,40.13333,26.4
87284,120,40.18333,29.06667
87285,120,40.96667,29.08333
87286,120,41.28333,36.33333
87287,120,41.36667,33.76667
87288,120,41.66667,26.56667
87289,81,24.25,55.61667
87290,120,24.43333,54.65
87291,120,25.1,56.31667
87292,120,25.25,55.33333
87293,120,25.33333,55.51667
87294,120,50.21667,-5.33333
87295,111,50.35,-4.11667
87296,120,50.78333,-1.83333
87297,90,51.15,-0.18333
87298,85,51.4,-3.35
87299,120,51.48333,-0.45
87300,97,52.45,-1.75
87301,120,53.18333,-0.51667
87302,120,53.25,-4.53333
87303,120,53.35,-2.28333
87304,120,54.3,-1.53333
87305,120,54.65,-6.21667
87306,120,55.31667,-3.2
87307,107,55.95,-3.43333
87308,120,56.5,-6.88333
87309,120,57.2,-2.2
87310,120,58.21667,-6.33333
87311,120,60.13333,-1.18333
87312,120,19.71667,-155.06667
87313,120,20.9,-156.43333
87314,119,21.15,-157.1
87315,120,21.33333,-157.91667
87316,116,21.33333,-157.71667
87317,120,21.98333,-159.35
87318,120,24.55,-81.75
87319,120,25.8,-80.3
87320,120,25.9,-97.43333
87321,120,26.68333,-80.11667
87322,120,27.76667,-97.5
87323,120,27.96667,-82.53333
87324,120,28.45,-81.31667
87325,119,28.85,-96.91667
87326,120,29.36667,-100.91667
87327,120,29.53333,-98.46667
87328,117,29.73333,-85.03333
87329,120,29.95,-94.01667
87330,120,29.96667,-95.35
87331,120,29.98333,-90.25
87332,120,30.11667,-93.21667
87333,118,30.28333,-97.7
87334,119,30.38333,-84.36667
87335,116,30.46667,-87.2
87336,120,30.5,-81.7
87337,120,30.68333,-88.25
87338,120,31.36667,-100.5
87339,119,31.61667,-97.21667
87340,120,31.8,-106.4
87341,120,31.95,-102.18333
87342,120,32.13333,-110.93333
87343,120,32.13333,-81.2
87344,117,32.21667,-98.18333
87345,120,32.3,-86.4
87346,120,32.31667,-90.08333
87347,120,32.33333,-88.75
87348,114,32.35,-94.65
87349,120,32.41667,-99.68333
87350,120,32.46667,-93.81667
87351,59,32.66667,-114.6
87352,120,32.7,-83.65
87353,120,32.73333,-117.16667
87354,120,32.9,-97.03333
87355,113,32.9,-87.25
87356,120,32.9,-80.03333
87357,120,33.3,-104.53333
87358,120,33.36667,-81.96667
87359,120,33.43333,-112.01667
87360,120,33.56667,-86.75
87361,120,33.65,-101.81667
87362,120,33.65,-84.43333
87363,120,33.81667,-118.15
87364,120,33.93333,-118.4
87365,120,33.95,-83.31667
87366,120,33.95,-81.11667
87367,120,33.96667,-98.48333
87368,120,34.26667,-88.76667
87369,61,34.43333,-119.83333
87370,120,34.65,-86.76667
87371,65,34.75,-118.73333
87372,120,34.83333,-92.26667
87373,120,34.9,-82.21667
87374,120,34.93333,-120.41667
87375,119,35.01667,-110.73333
87376,120,35.03333,-85.2
87377,120,35.05,-106.61667
87378,120,35.05,-90.0
87379,116,35.16667,-79.01667
87380,120,35.21667,-80.93333
87381,119,35.23333,-101.7
87382,120,35.26667,-75.55
87383,120,35.33333,-94.36667
87384,117,35.4,-97.6
87385,119,35.41667,-119.05
87386,120,35.43333,-82.55
87387,120,35.81667,-83.98333
87388,120,35.86667,-78.78333
87389,120,36.08333,-115.16667
87390,120,36.08333,-79.95
87391,119,36.11667,-86.68333
87392,118,36.2,-95.9
87393,85,36.61667,-116.01667
87394,120,36.73333,-91.83333
87395,120,36.78333,-119.71667
87396,117,36.88333,-93.9
87397,120,36.9,-76.2
87398,120,37.06667,-88.76667
87399,114,37.08333,-76.35
87400,120,37.23333,-93.38333
87401,120,37.31667,-79.96667
87402,120,37.33333,-79.2
87403,120,37.36667,-118.36667
87404,118,37.45,-105.86667
87405,120,37.5,-77.33333
87406,120,37.61667,-122.38333
87407,120,37.61667,-114.51667
87408,119,37.65,-97.43333
87409,118,37.76667,-99.96667
87410,120,37.78333,-81.11667
87411,120,37.9,-121.25
87412,120,38.03333,-84.6
87413,120,38.05,-87.53333
87414,120,38.18333,-85.73333
87415,118,38.28333,-104.51667
87416,120,38.36667,-82.55
87417,120,38.36667,-81.6
87418,117,38.51667,-121.5
87419,120,38.65,-88.96667
87420,58,38.68333,-104.76667
87421,120,38.75,-90.36667
87422,119,38.81667,-104.71667
87423,120,38.81667,-92.21667
87424,120,38.85,-77.03333
87425,120,38.88333,-79.85
87426,120,38.95,-77.45
87427,120,39.05,-84.66667
87428,118,39.06667,-95.63333
87429,120,39.1,-108.55
87430,53,39.18333,-103.7
87431,120,39.18333,-76.66667
87432,120,39.28333,-114.85
87433,120,39.31667,-94.71667
87434,118,39.36667,-101.7
87435,120,39.45,-74.56667
87436,120,39.5,-119.78333
87437,118,39.55,-97.65
87438,120,39.73333,-86.26667
87439,118,39.76667,-104.86667
87440,120,39.85,-89.68333
87441,120,39.88333,-75.25
87442,120,39.9,-84.2
87443,120,40.0,-82.88333
87444,75,40.15,-122.25
87445,117,40.25,-93.71667
87446,118,40.3,-109.98333
87447,120,40.5,-122.3
87448,120,40.5,-80.21667
87449,119,40.65,-75.43333
87450,120,40.65,-73.78333
87451,120,40.66667,-89.68333
87452,120,40.7,-74.16667
87453,120,40.73333,-114.03333
87454,120,40.76667,-73.9
87455,120,40.78333,-111.95
87456,120,40.8,-124.16667
87457,119,40.85,-96.75
87458,120,40.9,-117.8
87459,120,40.91667,-81.43333
87460,118,40.96667,-98.31667
87461,120,41.0,-85.2
87462,120,41.13333,-100.68333
87463,120,41.15,-104.81667
87464,120,41.16667,-73.13333
87465,120,41.25,-80.66667
87466,120,41.25,-76.91667
87467,115,41.3,-95.9
87468,120,41.33333,-75.73333
87469,107,41.36667,-96.01667
87470,120,41.41667,-81.86667
87471,120,41.43333,-90.5
87472,120,41.53333,-93.65
87473,120,41.6,-83.8
87474,110,41.66667,-69.96667
87475,120,41.73333,-71.43333
87476,120,41.78333,-87.75
87477,120,41.86667,-103.6
87478,79,41.88333,-91.7
87479,120,41.93333,-72.68333
87480,120,41.98333,-97.43333
87481,120,42.0,-87.88333
87482,120,42.08333,-80.18333
87483,120,42.2,-89.1
87484,120,42.21667,-75.98333
87485,118,42.21667,-71.11667
87486,120,42.23333,-83.33333
87487,120,42.36667,-71.03333
87488,120,42.38333,-122.88333
87489,120,42.4,-96.38333
87490,120,42.4,-90.7
87491,97,42.55,-110.11667
87492,120,42.55,-92.4
87493,120,42.75,-73.8
87494,120,42.76667,-84.6
87495,120,42.81667,-108.73333
87496,120,42.86667,-100.55
87497,120,42.88333,-85.51667
87498,120,42.91667,-112.6
87499,120,42.91667,-106.46667
87500,120,42.93333,-78.73333
87501,120,42.95,-87.9
87502,119,42.96667,-83.75
87503,120,43.11667,-76.11667
87504,120,43.13333,-89.33333
87505,120,43.13333,-77.66667
87506,119,43.16667,-95.15
87507,120,43.16667,-86.23333
87508,120,43.2,-71.5
87509,120,43.56667,-116.21667
87510,120,43.56667,-96.73333
87511,117,43.58333,-118.95
87512,120,43.65,-70.3
87513,119,43.86667,-91.25
87514,120,43.91667,-92.5
87515,120,44.05,-103.06667
87516,120,44.11667,-123.21667
87517,120,44.26667,-71.3
87518,120,44.36667,-84.68333
87519,120,44.38333,-98.21667
87520,120,44.46667,-73.15
87521,120,44.48333,-88.13333
87522,120,44.76667,-106.96667
87523,120,44.88333,-93.21667
87524,120,44.91667,-123.0
87525,115,44.91667,-67.0
87526,119,44.93333,-72.2
87527,120,45.06667,-83.56667
87528,120,45.45,-98.43333
87529,120,45.58333,-94.18333
87530,120,45.6,-122.6
87531,120,45.68333,-118.85
87532,66,45.75,-87.03333
87533,120,45.8,-108.53333
87534,87,45.93333,-90.45
87535,120,46.15,-123.88333
87536,120,46.38333,-117.01667
87537,120,46.43333,-105.86667
87538,118,46.46667,-84.35
87539,120,46.53333,-87.55
87540,120,46.56667,-120.53333
87541,120,46.6,-112.0
87542,120,46.76667,-100.75
87543,120,46.83333,-92.18333
87544,120,46.86667,-68.01667
87545,120,46.9,-96.8
87546,119,46.91667,-114.08333
87547,120,46.96667,-122.9
87548,119,47.16667,-88.5
87549,120,47.45,-122.3
87550,120,47.48333,-111.36667
87551,54,47.5,-94.93333
87552,120,47.63333,-117.53333
87553,120,47.95,-124.55
87554,120,48.15,-103.61667
87555,120,48.21667,-106.61667
87556,120,48.3,-114.26667
87557,118,48.55,-109.76667
87558,120,48.56667,-93.38333
87559,57,51.88333,-176.65
87560,45,52.71667,174.1
87561,120,55.03333,-131.56667
87562,120,55.2,-162.71667
87563,109,56.48333,-132.36667
87564,71,56.81667,-132.96667
87565,94,57.06667,-135.35
87566,120,57.15,-170.21667
87567,120,57.75,-152.5
87568,120,58.36667,-134.58333
87569,69,58.4,-135.73333
87570,120,58.68333,-156.65
87571,113,59.05,-158.51667
87572,107,59.51667,-139.66667
87573,120,59.63333,-151.5
87574,104,59.75,-154.91667
87575,112,60.11667,-149.45
87576,118,60.5,-145.5
87577,120,60.56667,-151.25
87578,120,60.78333,-161.8
87579,120,61.13333,-146.35
87580,120,61.16667,-150.01667
87581,71,61.25,-149.8
87582,106,62.1,-152.75
87583,117,62.15,-145.45
87584,119,62.3,-150.1
87585,120,62.96667,-155.61667
87586,120,62.96667,-141.93333
87587,29,63.88333,-160.8
87588,111,64.0,-145.73333
87589,120,64.5,-165.43333
87590,77,64.55,-149.08333
87591,120,64.81667,-147.86667
87592,118,65.16667,-152.1
87593,44,65.25,-166.86667
87594,56,65.61667,-168.05
87595,120,66.86667,-162.63333
87596,116,66.91667,-151.51667
87597,113,69.36667,-152.13333
87598,120,71.3,-156.78333
87599,120,-34.83333,-56.0
87600,120,-34.5,-55.31667
87601,120,-34.45,-50.1
87602,120,-33.21667,-54.38333
87603,120,-32.8,-56.53333
87604,120,-32.36667,-54.2
87605,120,-32.33333,-58.03333
87606,120,-31.4,-57.96667
87607,120,-30.9,-55.55
87608,120,-30.4,-56.51667
87609,120,39.63333,66.95
87610,120,40.73333,72.31667
87611,120,41.33333,69.3
87612,113,42.95,59.8
87613,120,4.6,-61.11667
87614,116,5.6,-67.5
87615,120,7.23333,-70.8
87616,120,7.3,-61.45
87617,120,7.86667,-72.45
87618,118,7.88333,-67.43333
87619,114,8.15,-63.55
87620,120,8.6,-71.18333
87621,120,8.61667,-70.21667
87622,96,8.63333,-71.65
87623,120,8.93333,-67.41667
87624,120,9.01667,-69.73333
87625,120,9.01667,-62.61667
87626,104,9.21667,-66.01667
87627,119,9.35,-70.61667
87628,80,9.41667,-66.91667
87629,120,9.55,-69.23333
87630,120,9.75,-63.18333
87631,120,9.81667,-70.93333
87632,120,9.91667,-67.33333
87633,120,10.06667,-69.31667
87634,120,10.11667,-64.68333
87635,120,10.16667,-67.93333
87636,120,10.25,-67.65
87637,120,10.3,-68.23333
87638,120,10.45,-64.11667
87639,120,10.56667,-71.73333
87640,120,10.58333,-62.31667
87641,120,10.6,-66.98333
87642,120,10.91667,-63.96667
87643,120,11.41667,-69.68333
