station_id;station_name;latitude;longitude;elevation;lat_uncertainty;long_uncertainty;elev_uncertainty;country
15587;PT. UJF;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15588;DS. PALUR;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15589;SAWAHAN (GEOFISIKA);-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15590;SMPK LAB PHPTPH;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15591;TANJUNG REDEP;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15592;SASARAN TONDANO;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15593;KEBON CURUG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15594;PLOSO;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15595;SORONG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15596;TIMBANUH;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15597;INDRAPURI;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15598;KOTA BUMI;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15599;KLUNGKUNG BALI;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15600;PG.TAKALAR;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15601;PANAIKANG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15603;SPMA GEGER KALONG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15604;TUNTUNGAN MEDAN;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15606;LANRANG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15608;BANJARSARI;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15609;LEMBANG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15610;PADANG PANJANG;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15611;SENDANG HARJO;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15612;KARANG ASEM;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15613;SMPK KUALA TUNGGAL;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15615;SANGLAH;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15617;KEBUN WONOSARI;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15618;KALIWINING JEMBER;-999;-999;-999;-9.99999;-9.99999;-9.99999;Indonesia
15629;JAZIREH KISH;26.5;53.98333;-999;0.00833;0.00833;-9.99999;Iran
15644;KAHNOUJ;27.96667;57.7;-999;0.00833;0.00833;-9.99999;Iran
15658;SHAHR BABAK;30.1;55.13333;-999;0.00833;0.00833;-9.99999;Iran
15664;DOGONBADAN;30.43333;50.76667;-999;0.00833;0.00833;-9.99999;Iran
15665;BANDAR MAHSHAHR;30.55;49.15;-999;0.00833;0.00833;-9.99999;Iran
15671;YASOUJ;30.83333;51.68333;-999;0.00833;0.00833;-9.99999;Iran
15677;BOSTAN;31.71667;48;-999;0.00833;0.00833;-9.99999;Iran
15679;MASJED SOLEYMAN;31.93333;49.28333;-999;0.00833;0.00833;-9.99999;Iran
15681;SAFIABAD DEZFUL;32.26667;48.41667;-999;0.00833;0.00833;-9.99999;Iran
15686;KOOHRANG;32.43333;50.11667;-999;0.00833;0.00833;-9.99999;Iran
15688;SHARGH ESFAHAN;32.66667;51.86667;-999;0.00833;0.00833;-9.99999;Iran
15690;DEHLORAN;32.68333;47.26667;-999;0.00833;0.00833;-9.99999;Iran
15692;DARAN;32.96667;50.36667;-999;0.00833;0.00833;-9.99999;Iran
15693;ALIGOODARZ;33.4;49.68333;-999;0.00833;0.00833;-9.99999;Iran
15697;KHORRAMABAD;33.48333;48.36667;-999;0.00833;0.00833;-9.99999;Iran
15703;KHOOR BIABANAK;33.78333;55.08333;-999;0.00833;0.00833;-9.99999;Iran
15707;ESLAMABAD GHARB;34.13333;46.43333;-999;0.00833;0.00833;-9.99999;Iran
15713;SAR POL ZOHAB;34.45;45.86667;-999;0.00833;0.00833;-9.99999;Iran
15714;KANGAVAR;34.5;48;-999;0.08333;0.08333;-9.99999;Iran
15717;RAVANSAR;34.71667;46.66667;-999;0.00833;0.00833;-9.99999;Iran
15722;GARMSAR;35.2;52.26667;-999;0.00833;0.00833;-9.99999;Iran
15732;DOUSHAN TAPPEH;35.7;51.33333;-999;0.00833;0.00833;-9.99999;Iran
15733;ABALI;35.75;51.88333;-999;0.00833;0.00833;-9.99999;Iran
15735;SHOMALE TEHRAN;35.78333;51.61667;-999;0.00833;0.00833;-9.99999;Iran
15736;BIJAR;35.88333;47.61667;-999;0.00833;0.00833;-9.99999;Iran
15737;KARAJ;35.91667;50.9;-999;0.00833;0.00833;-9.99999;Iran
15738;ZARINEH;36.06667;46.91667;-999;0.00833;0.00833;-9.99999;Iran
15751;NOUSHAHR;36.65;51.5;-999;0.00833;0.00833;-9.99999;Iran
15755;MAHABAD;36.76667;45.71667;-999;0.00833;0.00833;-9.99999;Iran
15758;GHOOCHAN;37.06667;58.5;-999;0.00833;0.00833;-9.99999;Iran
15765;BOJNURD;37.46667;57.31667;-999;0.00833;0.00833;-9.99999;Iran
15773;ASTARA;38.41667;48.86667;-999;0.00833;0.00833;-9.99999;Iran
15776;JOLFA;38.75;45.66667;-999;0.00833;0.00833;-9.99999;Iran
15778;MAKOO;39.33333;44.43333;-999;0.00833;0.00833;-9.99999;Iran
15780;PARSABAD MOGHAN;39.65;47.91667;-999;0.00833;0.00833;-9.99999;Iran
16089;MONTE TERMINILLO;42.45;12.21667;-999;0.00833;0.00833;-9.99999;Italy
16766;TORGAY;49.63333;63.5;-999;0.00833;0.00833;-9.99999;Kazakhstan
16838;KOKSHETAU;53.28333;69.38333;-999;0.00833;0.00833;-9.99999;Kazakhstan
17516;LILONGWE AIRPORT;-13.78333;33.78333;-999;0.00833;0.00833;-9.99999;Malawi
17532;SENAI (JOHORE);1.63333;103.66667;-999;0.00833;0.00833;-9.99999;Malaysia
17573;ALOR SETAR (KEDAH);6.2;100.4;-999;0.00833;0.00833;-9.99999;Malaysia
17587;GAN;-0.68333;72.98333;-999;0.00833;0.00833;-9.99999;Maldives
17590;HULHULE;4.18333;73.51667;-999;0.00833;0.00833;-9.99999;Maldives
18182;Tsogtovoo;44.41667;105.31667;-999;0.00833;0.00833;-9.99999;Mongolia
18191;Saikhanoboo;45.45;103.9;-999;0.00833;0.00833;-9.99999;Mongolia
18195;Bayandelger;45.8;112.7;-999;0.00833;0.00833;-9.99999;Mongolia
18245;Khalkhgol;48.66667;118.08333;-999;0.00833;0.00833;-9.99999;Mongolia
18254;Baruunkharaa;48.91667;106.73333;-999;0.00833;0.00833;-9.99999;Mongolia
18269;Murun;49.63333;100.16667;-999;0.00833;0.00833;-9.99999;Mongolia
18282;Tosontsengel;71.5;115.66667;-999;0.08333;0.08333;-9.99999;Mongolia
18363;XAIXAI;-25.05;33.63333;-999;0.00833;0.00833;-9.99999;Mozambique
18376;CHIMOIO;-19.11667;32.46667;-999;0.00833;0.00833;-9.99999;Mozambique
18711;IKEJA;6.58333;3.33333;-999;0.00833;0.00833;-9.99999;Nigeria
19212;Majis [Sohar];24.46667;56.63333;36;0.00833;0.00833;0.5;Oman
19223;KARACHI (AIRPORT);24.9;67.13333;-999;0.00833;0.00833;-9.99999;Pakistan
19445;VILLARRICA;-25.71667;-56.6;-999;0.00833;0.00833;-9.99999;Paraguay
19472;ASUNCION;-22.36667;-54.31667;-999;0.00833;0.00833;-9.99999;Paraguay
